BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Pending_Amy,pending_cnt,Prediction,Low delay,Low Medium Delay,High Delay
9600,BPR,2483313969,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,63004082,30.12.2018,Dec,30-12-18,02-01-19,1221001,2019,3.09,22,No Delay,1.0,0.0,0.0
9600,BPR,2483314088,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,0,ZZ28,Credit,63006962,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
9600,BPR,2483314094,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.12,0,ZZ28,Credit,63007010,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
3000,BPR,2485216840,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,0,ZZ28,Credit,63000541,29.12.2018,Dec,29-12-18,01-01-19,1221001,2019,1.16,8,No Delay,1.0,0.0,0.0
3000,BPR,2485216841,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,63000544,29.12.2018,Dec,29-12-18,01-01-19,1221001,2019,1.16,8,No Delay,1.0,0.0,0.0
3000,BPR,2485216875,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,0,ZZ28,Credit,63004455,30.12.2018,Dec,30-12-18,02-01-19,1221001,2019,3.09,22,No Delay,1.0,0.0,0.0
3000,BPR,2485216878,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,63004700,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
3000,BPR,2485216889,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,0,ZZ28,Credit,63005584,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
3000,BPR,2485216913,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.06,0,ZZ28,Credit,63008993,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,0.55,0.44,0.0
9600,BPR,2483313074,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,-2,ZZ28,Credit,64965603,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,0.93,6,No Delay,0.96,0.04,0.0
9600,BPR,2483313062,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,-2,ZZ28,Credit,64965352,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,0.93,6,No Delay,0.96,0.04,0.0
9600,BPR,2483313077,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,-2,ZZ28,Credit,64965650,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,0.93,6,No Delay,0.96,0.04,0.0
9600,BPR,2483313088,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,-2,ZZ28,Credit,64965710,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,0.93,6,No Delay,0.95,0.05,0.0
9600,BPR,2483313063,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,-2,ZZ28,Credit,64965358,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,0.93,6,No Delay,0.95,0.05,0.0
9600,BPR,2483313064,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,-2,ZZ28,Credit,64965371,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,0.93,6,No Delay,0.95,0.05,0.0
1000,BPR,2483313126,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,-2,ZZ28,Credit,64966731,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,0.93,6,No Delay,0.92,0.08,0.0
9600,BPR,2483313071,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,-2,ZZ28,Credit,64965579,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,0.93,6,No Delay,1.0,0.0,0.0
9600,BPR,2483313116,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,-2,ZZ28,Credit,64966522,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,0.93,6,No Delay,1.0,0.0,0.0
9600,BPR,2483313075,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,-2,ZZ28,Credit,64965609,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,0.93,6,No Delay,1.0,0.0,0.0
9600,BPR,2483313103,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,-2,ZZ28,Credit,64966270,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,0.93,6,No Delay,0.98,0.02,0.0
9600,BPR,2483313130,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,-2,ZZ28,Credit,64966777,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,0.93,6,No Delay,0.98,0.02,0.0
3000,BPR,2485216929,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.07,0,ZZ28,Credit,63011300,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,0.55,0.44,0.0
9600,BPR,2483313147,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64968755,21.12.2018,Dec,21-12-18,24-12-18,1221001,2019,0.64,4,No Delay,0.98,0.02,0.0
9600,BPR,2483313152,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,0,ZZ28,Credit,64968983,21.12.2018,Dec,21-12-18,24-12-18,1221001,2019,0.64,4,No Delay,1.0,0.0,0.0
9600,BPR,2483313162,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,64969062,21.12.2018,Dec,21-12-18,24-12-18,1221001,2019,0.64,4,No Delay,0.98,0.02,0.0
9600,BPR,2483313171,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64969441,21.12.2018,Dec,21-12-18,24-12-18,1221001,2019,0.64,4,No Delay,0.98,0.02,0.0
9600,BPR,2483313317,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64981433,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,0.64,4,No Delay,0.98,0.02,0.0
9600,BPR,2483313316,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,0,ZZ28,Credit,64981425,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,0.64,4,No Delay,0.98,0.02,0.0
9600,BPR,2483313315,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,64981415,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,0.64,4,No Delay,0.98,0.02,0.0
9600,BPR,2483313318,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64981450,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,0.64,4,No Delay,0.98,0.02,0.0
9600,BPR,2483313320,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,0,ZZ28,Credit,64981476,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,0.64,4,No Delay,1.0,0.0,0.0
9600,BPR,2483313321,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,64981481,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,0.64,4,No Delay,0.98,0.02,0.0
9600,BPR,2483313326,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64981521,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,0.64,4,No Delay,0.98,0.02,0.0
9600,BPR,2483313322,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,64981495,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,0.64,4,No Delay,0.98,0.02,0.0
9600,BPR,2483313323,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64981503,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,0.64,4,No Delay,0.98,0.02,0.0
9600,BPR,2483313327,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,64981543,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,0.64,4,No Delay,0.98,0.02,0.0
9600,BPR,2483313334,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64981821,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,0.64,4,No Delay,0.98,0.02,0.0
9600,BPR,2483313332,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.16,0,ZZ28,Credit,64981814,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,0.64,4,No Delay,0.98,0.02,0.0
9600,BPR,2483313329,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,64981775,25.12.2018,Dec,25-12-18,28-12-18,1221001,2019,0.64,4,No Delay,0.98,0.02,0.0
3000,BPR,2485216658,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,0,ZZ28,Credit,64985901,26.12.2018,Dec,26-12-18,29-12-18,1221001,2019,2.33,16,No Delay,1.0,0.0,0.0
3000,BPR,2485216740,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64991561,28.12.2018,Dec,28-12-18,31-12-18,1221001,2019,0.45,3,No Delay,0.96,0.04,0.0
9600,BPR,2483313602,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,0,ZZ28,Credit,64994466,28.12.2018,Dec,28-12-18,31-12-18,1221001,2019,0.45,3,No Delay,0.98,0.02,0.0
9600,BPR,2483313608,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,64994507,28.12.2018,Dec,28-12-18,31-12-18,1221001,2019,0.45,3,No Delay,0.98,0.02,0.0
9600,BPR,2483313621,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.13,0,ZZ28,Credit,64994724,28.12.2018,Dec,28-12-18,31-12-18,1221001,2019,0.45,3,No Delay,0.95,0.05,0.0
9600,BPR,2483313628,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,0,ZZ28,Credit,64994928,28.12.2018,Dec,28-12-18,31-12-18,1221001,2019,0.45,3,No Delay,0.98,0.02,0.0
9600,BPR,2483313635,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,0,ZZ28,Credit,64995033,28.12.2018,Dec,28-12-18,31-12-18,1221001,2019,0.45,3,No Delay,0.98,0.02,0.0
2000,BPR,2412165363,847544,G K ISPAT P LTD,South,SBAD,RV,0.14,-12,ZZ20,Credit,64995876,28.12.2018,Dec,28-12-18,09-01-19,1221001,2019,0.28,2,Low Delay,0.47,0.53,0.0
2000,BPR,2426113221,847544,G K ISPAT P LTD,South,SBAD,RV,0.14,-12,ZZ20,Credit,63005570,31.12.2018,Dec,31-12-18,12-01-19,1221001,2019,2.68,19,Low Delay,0.29,0.68,0.02
9600,BPR,2147092010,847544,G K ISPAT P LTD,South,SBAD,RV,0.15,-1,ZZ38,Credit,63006278,30.12.2018,Dec,30-12-18,03-01-19,1221001,2019,1.43,10,No Delay,0.58,0.42,0.0
9600,BPR,2147092027,847544,G K ISPAT P LTD,South,SBAD,RV,0.13,-1,ZZ38,Credit,63006304,30.12.2018,Dec,30-12-18,03-01-19,1221001,2019,1.43,10,Low Delay,0.37,0.63,0.0
9600,BPR,2147092028,847544,G K ISPAT P LTD,South,SBAD,RV,0.1,1,ZZ38,Credit,63006305,30.12.2018,Dec,30-12-18,03-01-19,1221001,2019,1.43,10,Low Delay,0.23,0.69,0.08
2000,BPR,2412165303,847544,G K ISPAT P LTD,South,SBAD,RV,0.11,1,ZZ20,Credit,64995808,28.12.2018,Dec,28-12-18,09-01-19,1221001,2019,0.28,2,No Delay,0.62,0.38,0.0
2000,BPR,2426112865,847544,G K ISPAT P LTD,South,SBAD,RV,0.13,1,ZZ20,Credit,64964354,20.12.2018,Dec,20-12-18,01-01-19,1221001,2019,1.1,8,Low Delay,0.22,0.78,0.0
9600,BPR,2147092045,847544,G K ISPAT P LTD,South,SBAD,RV,0.13,1,ZZ38,Credit,63006326,30.12.2018,Dec,30-12-18,03-01-19,1221001,2019,1.43,10,Low Delay,0.37,0.63,0.0
2000,BPR,2412165361,847544,G K ISPAT P LTD,South,SBAD,RV,0.14,1,ZZ20,Credit,64995874,28.12.2018,Dec,28-12-18,09-01-19,1221001,2019,0.28,2,Low Delay,0.47,0.53,0.0
2000,BPR,2412165300,847544,G K ISPAT P LTD,South,SBAD,RV,0.14,1,ZZ20,Credit,64995804,28.12.2018,Dec,28-12-18,09-01-19,1221001,2019,0.28,2,Low Delay,0.47,0.53,0.0
2000,BPR,2412165331,847544,G K ISPAT P LTD,South,SBAD,RV,0.14,1,ZZ20,Credit,64995839,28.12.2018,Dec,28-12-18,09-01-19,1221001,2019,0.28,2,Low Delay,0.47,0.53,0.0
2000,BPR,2412165301,847544,G K ISPAT P LTD,South,SBAD,RV,0.14,1,ZZ20,Credit,64995806,28.12.2018,Dec,28-12-18,09-01-19,1221001,2019,0.28,2,Low Delay,0.47,0.53,0.0
9600,BPR,2147092070,847544,G K ISPAT P LTD,South,SBAD,RV,0.15,1,ZZ38,Credit,63006356,30.12.2018,Dec,30-12-18,03-01-19,1221001,2019,1.43,10,No Delay,0.58,0.42,0.0
9600,BPR,2147092141,847544,G K ISPAT P LTD,South,SBAD,RV,0.15,1,ZZ38,Credit,63006469,30.12.2018,Dec,30-12-18,03-01-19,1221001,2019,1.43,10,No Delay,0.58,0.42,0.0
1000,BPR,2412165308,847544,G K ISPAT P LTD,South,SBAD,RV,0.16,1,ZZ42,Credit,64995814,28.12.2018,Dec,28-12-18,09-01-19,1221001,2019,0.28,2,No Delay,0.68,0.3,0.02
1000,BPR,2412165313,847544,G K ISPAT P LTD,South,SBAD,RV,0.16,1,ZZ42,Credit,64995819,28.12.2018,Dec,28-12-18,09-01-19,1221001,2019,0.28,2,No Delay,0.68,0.3,0.02
9600,BPR,2146129013,847544,G K ISPAT P LTD,South,SBAD,RV,0.15,2,ZZ42,Credit,63009426,31.12.2018,Dec,31-12-18,12-01-19,1221001,2019,2.68,19,No Delay,0.61,0.39,0.0
9600,BPR,2146127150,847544,G K ISPAT P LTD,South,SBAD,RV,0.16,2,ZZ30,Credit,64965479,20.12.2018,Dec,20-12-18,25-12-18,1221001,2019,1.1,8,No Delay,0.7,0.3,0.0
9600,BPR,2147092098,847544,G K ISPAT P LTD,South,SBAD,RV,0.12,3,ZZ42,Credit,63006394,30.12.2018,Dec,30-12-18,11-01-19,1221001,2019,1.43,10,No Delay,0.55,0.45,0.0
2500,BPR,2410324953,847544,G K ISPAT P LTD,South,SBAD,RV,0.15,3,ZZ42,Credit,64984569,26.12.2018,Dec,26-12-18,07-01-19,1221001,2019,0.29,2,No Delay,0.54,0.45,0.01
9600,BPR,2147092032,847544,G K ISPAT P LTD,South,SBAD,RV,0.16,3,ZZ42,Credit,63006309,30.12.2018,Dec,30-12-18,11-01-19,1221001,2019,1.43,10,Low Delay,0.4,0.6,0.0
9600,BPR,2147092006,847544,G K ISPAT P LTD,South,SBAD,RV,0.16,3,ZZ42,Credit,63006274,30.12.2018,Dec,30-12-18,11-01-19,1221001,2019,1.43,10,Low Delay,0.4,0.6,0.0
9600,BPR,2147092115,847544,G K ISPAT P LTD,South,SBAD,RV,0.16,3,ZZ42,Credit,63006423,30.12.2018,Dec,30-12-18,11-01-19,1221001,2019,1.43,10,Low Delay,0.4,0.6,0.0
2000,BPR,2424231402,847471,AASHRAY ENTERPRISES,South,SBAD,RV,0.26,2,ZZ32,Credit,63011386,31.12.2018,Dec,31-12-18,07-01-19,1221001,2019,0.0,0,No Delay,0.99,0.01,0.0
2000,BPR,2426908815,844692,BUBNA COMMERCIAL PVT LTD,East,CALS,RV,0.07,2,ZZ34,Credit,64966695,20.12.2018,Dec,20-12-18,22-12-18,1221001,2019,0.0,0,No Delay,0.83,0.17,0.0
2000,BPR,2426908851,844692,BUBNA COMMERCIAL PVT LTD,East,CALS,RV,0.07,2,ZZ34,Credit,64975530,23.12.2018,Dec,23-12-18,25-12-18,1221001,2019,0.21,2,No Delay,0.94,0.05,0.01
2000,BPR,2412165925,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.12,-9,ZZ19,Credit,63004182,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,1.65,12,Low Delay,0.42,0.58,0.0
2000,BPR,2412165933,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.03,-9,ZZ19,Credit,63004191,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,1.65,12,Low Delay,0.42,0.58,0.0
2000,BPR,2412166031,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.14,0,ZZ19,Credit,63004310,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,1.65,12,Low Delay,0.32,0.68,0.0
2000,BPR,2426113202,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.06,0,ZZ19,Credit,63004252,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,1.65,12,Low Delay,0.31,0.68,0.0
2000,BPR,2412166680,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.16,0,ZZ19,Credit,63011110,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,0.98,8,Low Delay,0.15,0.83,0.01
2000,BPR,2412166639,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.14,0,ZZ19,Credit,63011061,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,0.98,8,Low Delay,0.07,0.93,0.0
2000,BPR,2412166701,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.16,0,ZZ19,Credit,63011132,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,0.98,8,Low Delay,0.15,0.83,0.01
2000,BPR,2412166651,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.14,0,ZZ19,Credit,63011076,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,0.98,8,Low Delay,0.07,0.93,0.0
2000,BPR,2412166700,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.16,0,ZZ19,Credit,63011131,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,0.98,8,Low Delay,0.15,0.83,0.01
2000,BPR,2412166705,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.14,0,ZZ19,Credit,63011137,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,0.98,8,Low Delay,0.07,0.93,0.0
2000,BPR,2412166704,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.14,0,ZZ19,Credit,63011136,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,0.98,8,Low Delay,0.07,0.93,0.0
2000,BPR,2412162577,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.14,0,ZZ19,Credit,64971001,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,2.56,18,Low Delay,0.0,1.0,0.0
2000,BPR,2412162639,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.14,0,ZZ19,Credit,64971065,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,2.56,18,Low Delay,0.0,1.0,0.0
2000,BPR,2412162580,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.14,0,ZZ19,Credit,64971004,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,2.56,18,Low Delay,0.0,1.0,0.0
2000,BPR,2412162578,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.14,0,ZZ19,Credit,64971002,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,2.56,18,Low Delay,0.0,1.0,0.0
2000,BPR,2412162648,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.14,0,ZZ19,Credit,64971074,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,2.56,18,Low Delay,0.0,1.0,0.0
2000,BPR,2412163632,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.17,0,ZZ19,Credit,64977003,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,2.96,21,Low Delay,0.23,0.74,0.03
2000,BPR,2412163672,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.14,0,ZZ19,Credit,64977045,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,2.96,21,Low Delay,0.06,0.94,0.0
2000,BPR,2426113109,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.2,0,ZZ19,Credit,64991542,28.12.2018,Dec,28-12-18,07-01-19,1221001,2019,1.25,9,Low Delay,0.18,0.67,0.15
2000,BPR,2426113162,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.14,0,ZZ19,Credit,64996920,29.12.2018,Dec,29-12-18,08-01-19,1221001,2019,1.45,10,Low Delay,0.06,0.94,0.0
2000,BPR,2426113163,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.06,0,ZZ19,Credit,64996922,29.12.2018,Dec,29-12-18,08-01-19,1221001,2019,1.45,10,Low Delay,0.33,0.67,0.0
2000,BPR,2426113113,831432,FERRO STEEL SOLUTIONS,North,FBAD,RV,0.07,2,ZZ19,Credit,64991642,27.12.2018,Dec,27-12-18,06-01-19,1221001,2019,1.18,8,Low Delay,0.34,0.66,0.0
2000,BPR,2412166098,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.14,5,ZZ19,Credit,63004562,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,2.24,19,No Delay,0.55,0.43,0.03
2000,BPR,4434164204,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.2,-1,ZZ29,Credit,64989181,27.12.2018,Dec,27-12-18,30-12-18,1221001,2019,0.0,0,Low Delay,0.4,0.57,0.03
2000,BPR,4434164205,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.13,-1,ZZ29,Credit,64989285,27.12.2018,Dec,27-12-18,30-12-18,1221001,2019,0.0,0,Low Delay,0.44,0.45,0.11
2000,BPR,4434164210,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.17,0,ZZ29,Credit,64992607,28.12.2018,Dec,28-12-18,31-12-18,1221001,2019,0.33,2,No Delay,0.53,0.46,0.0
2000,BPR,4434164215,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.13,0,ZZ29,Credit,64993547,28.12.2018,Dec,28-12-18,31-12-18,1221001,2019,0.33,2,Low Delay,0.37,0.63,0.0
2000,BPR,4434164216,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.13,0,ZZ29,Credit,64993585,28.12.2018,Dec,28-12-18,31-12-18,1221001,2019,0.33,2,Low Delay,0.37,0.63,0.0
2000,BPR,2426112955,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.02,1,ZZ30,Credit,64971246,21.12.2018,Dec,21-12-18,26-12-18,1221001,2019,0.97,9,No Delay,0.74,0.26,0.0
2000,BPR,2426112961,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.13,1,ZZ30,Credit,64971267,21.12.2018,Dec,21-12-18,26-12-18,1221001,2019,0.97,9,Low Delay,0.32,0.68,0.0
2000,BPR,4434164230,828300,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.12,4,ZZ29,Credit,64998568,29.12.2018,Dec,29-12-18,01-01-19,1221001,2019,0.75,4,No Delay,0.51,0.49,0.0
4500,BPR,2410772196,158246,DARPAN VINMAY PVT.LTD,West,AMED,RV,0.01,5,ZZ38,Credit,63000612,29.12.2018,Dec,29-12-18,02-01-19,1221001,2019,5.28,33,High Delay,0.19,0.35,0.46
4500,BPR,2410772205,158246,DARPAN VINMAY PVT.LTD,West,AMED,RV,0.04,5,ZZ38,Credit,63001359,30.12.2018,Dec,30-12-18,03-01-19,1221001,2019,6.95,45,High Delay,0.1,0.4,0.5
4500,BPR,2410772183,158246,DARPAN VINMAY PVT.LTD,West,AMED,RV,0.13,5,ZZ38,Credit,63000234,29.12.2018,Dec,29-12-18,02-01-19,1221001,2019,5.28,33,High Delay,0.06,0.18,0.75
4500,BPR,2410772139,158246,DARPAN VINMAY PVT.LTD,West,AMED,RV,0.15,5,ZZ38,Credit,64997876,29.12.2018,Dec,29-12-18,02-01-19,1221001,2019,5.28,33,High Delay,0.22,0.25,0.53
4500,BPR,2410772164,158246,DARPAN VINMAY PVT.LTD,West,AMED,RV,0.15,5,ZZ38,Credit,64999937,29.12.2018,Dec,29-12-18,02-01-19,1221001,2019,5.28,33,High Delay,0.22,0.25,0.53
4500,BPR,2410772132,158246,DARPAN VINMAY PVT.LTD,West,AMED,RV,0.16,5,ZZ38,Credit,64996994,29.12.2018,Dec,29-12-18,02-01-19,1221001,2019,5.28,33,High Delay,0.27,0.27,0.46
4000,BPR,2421247504,158246,DARPAN VINMAY PVT.LTD,West,AMED,RV,0.17,5,ZZ30,Credit,64994939,28.12.2018,Dec,28-12-18,02-01-19,1221001,2019,6.25,37,Low Delay,0.28,0.6,0.12
2000,BPR,2424231194,826558,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.33,-1,ZZ21,Credit,64973761,22.12.2018,Dec,22-12-18,06-01-19,1221001,2019,1.35,6,No Delay,0.67,0.33,0.0
2000,BPR,2424231186,826558,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,-1,ZZ21,Credit,64972391,22.12.2018,Dec,22-12-18,06-01-19,1221001,2019,1.35,6,Low Delay,0.12,0.88,0.0
2000,BPR,2424231187,826558,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.09,-1,ZZ21,Credit,64972393,22.12.2018,Dec,22-12-18,06-01-19,1221001,2019,1.35,6,No Delay,0.61,0.39,0.0
2000,BPR,2412163577,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,5,ZZ20,Credit,64976944,23.12.2018,Dec,23-12-18,04-01-19,1221001,2019,12.79,109,No Delay,0.7,0.24,0.06
2000,BPR,2412163614,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,5,ZZ20,Credit,64976984,23.12.2018,Dec,23-12-18,04-01-19,1221001,2019,12.79,109,No Delay,0.7,0.24,0.06
2000,BPR,2412163628,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,5,ZZ20,Credit,64976998,23.12.2018,Dec,23-12-18,04-01-19,1221001,2019,12.79,109,No Delay,0.7,0.24,0.06
2000,BPR,2412163648,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,5,ZZ20,Credit,64977020,23.12.2018,Dec,23-12-18,04-01-19,1221001,2019,12.79,109,No Delay,0.7,0.24,0.06
2000,BPR,2412163651,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,5,ZZ20,Credit,64977023,23.12.2018,Dec,23-12-18,04-01-19,1221001,2019,12.79,109,No Delay,0.7,0.24,0.06
2000,BPR,2412163654,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,5,ZZ20,Credit,64977026,23.12.2018,Dec,23-12-18,04-01-19,1221001,2019,12.79,109,No Delay,0.7,0.24,0.06
2000,BPR,2412163669,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.08,5,ZZ20,Credit,64977041,23.12.2018,Dec,23-12-18,04-01-19,1221001,2019,12.79,109,No Delay,0.7,0.24,0.06
2000,BPR,2412163670,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.08,5,ZZ20,Credit,64977042,23.12.2018,Dec,23-12-18,04-01-19,1221001,2019,12.79,109,No Delay,0.7,0.24,0.06
